,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
1188,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,68.0,8935,7,5,2002,2002,95.0,0,831,831,831,829,1660,0,0,2,1,3,7,0,2002.0,2,493,144,68,0,7,2009,195000
1189,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,60.0,7500,7,5,1999,1999,0.0,0,994,994,1028,776,1804,0,0,2,1,3,7,1,1999.0,2,442,140,60,0,6,2010,189000
1190,RL,Pave,Grvl,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,TA,2Types,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,190,70.04995836802665,32463,4,4,1961,1975,149.0,1159,90,1249,1622,0,1622,1,0,1,0,3,7,1,1975.0,4,1356,439,0,0,3,2007,168000
1191,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,160,24.0,2645,8,5,1999,2000,456.0,0,776,776,764,677,1441,0,0,2,1,2,5,0,1999.0,2,492,206,0,0,11,2007,174000
1192,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,Fa,P,Gd,GdWo,Shed,WD,Normal,50,60.0,9600,5,8,1925,1994,0.0,0,702,702,842,630,1472,0,0,1,0,3,6,0,1925.0,1,250,0,0,84,7,2007,125000
1193,RM,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,120,70.04995836802665,4500,6,5,1999,1999,425.0,883,341,1224,1224,0,1224,1,0,2,0,2,5,0,1999.0,2,402,0,304,0,6,2009,165000
1194,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,80.0,9364,6,7,1969,1969,143.0,371,292,663,663,689,1352,0,0,1,1,4,7,0,1969.0,1,299,379,36,0,3,2010,158000
1195,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,51.0,8029,6,5,2005,2005,0.0,0,728,728,728,728,1456,0,0,2,1,3,8,0,2005.0,2,400,100,24,0,7,2008,176000
1196,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,60,58.0,14054,7,5,2006,2006,0.0,0,879,879,879,984,1863,0,0,2,1,4,9,1,2006.0,3,660,100,17,0,11,2006,219210
1197,RM,Pave,Grvl,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,ConLw,Normal,75,65.0,8850,7,6,1916,1950,0.0,0,815,815,815,875,1690,0,0,1,0,3,7,1,1916.0,1,225,0,0,330,7,2006,144000
1198,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.0,9100,7,5,2001,2001,0.0,0,1212,1212,1212,0,1212,0,0,2,0,3,6,0,2001.0,2,573,356,0,0,6,2009,178000
1199,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Po,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,75.0,11235,4,5,1963,1979,51.0,547,504,1051,1382,0,1382,0,0,1,1,3,6,1,1974.0,2,459,0,82,0,10,2006,148000
1200,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,Oth,Abnorml,20,71.0,9353,4,5,1970,1970,0.0,0,864,864,864,0,864,0,0,1,0,3,5,0,1972.0,1,280,0,0,0,7,2006,116050
1201,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,80.0,10400,7,5,1998,1998,0.0,0,866,866,866,913,1779,0,0,2,1,3,6,0,1998.0,2,546,198,36,0,3,2009,197900
1202,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Normal,50,50.0,6000,5,8,1925,1997,0.0,0,884,884,884,464,1348,1,0,1,0,3,5,1,1960.0,1,216,0,0,208,5,2009,117000
1203,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,75.0,9750,7,5,2000,2001,171.0,0,1630,1630,1630,0,1630,0,0,2,0,3,6,1,2000.0,2,451,74,234,0,10,2009,213000
1204,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,78.0,10140,5,6,1975,1975,0.0,788,268,1056,1074,0,1074,1,0,1,1,3,6,0,1975.0,2,495,0,88,0,7,2006,153500
1205,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,GasA,Gd,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,90.0,14684,7,7,1990,1991,234.0,485,1496,2158,2196,0,2196,0,0,2,0,3,7,1,1990.0,3,701,84,70,0,6,2009,271900
1206,RH,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.04995836802665,8900,4,4,1966,1966,0.0,1056,0,1056,1056,0,1056,1,0,1,0,2,5,0,1966.0,1,384,0,42,0,11,2006,107000
1207,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.0,9135,6,5,2003,2003,120.0,340,1342,1682,1700,0,1700,1,0,2,0,3,7,0,2003.0,2,544,192,23,0,5,2006,200000
1208,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,70.0,7763,5,7,1962,1980,0.0,504,319,931,1283,0,1283,1,0,1,0,3,6,0,1980.0,2,506,0,0,0,10,2008,140000
1209,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,85.0,10182,8,5,2006,2006,420.0,1220,440,1660,1660,0,1660,1,0,2,0,3,8,1,2006.0,2,500,322,50,0,5,2006,290000
1210,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,Gd,GdPrv,Shed,WD,Normal,60,70.0,11218,6,5,1992,1992,0.0,0,1055,1055,1055,790,1845,0,0,2,1,3,8,1,1992.0,2,462,635,104,0,5,2010,189000
1211,RL,Pave,Grvl,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,Gd,Basment,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,50,152.0,12134,8,7,1988,2005,0.0,427,132,559,1080,672,1752,0,0,2,0,4,8,0,1988.0,2,492,325,12,0,6,2010,164000
1212,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Normal,30,50.0,9340,4,6,1941,1950,0.0,344,328,672,672,0,672,1,0,1,0,2,4,0,1941.0,1,234,0,113,0,8,2009,113000
1213,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,80,70.04995836802665,10246,4,9,1965,2001,0.0,648,0,648,960,0,960,1,1,0,0,0,3,0,1965.0,1,364,88,0,0,5,2006,145000
1214,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,85,69.0,10205,5,5,1962,1962,0.0,784,141,925,999,0,999,1,0,1,0,3,6,0,1962.0,1,300,150,72,0,5,2006,134500
1215,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Detchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,99.0,7094,5,5,1966,1966,0.0,180,340,894,894,0,894,0,0,1,0,3,5,0,1966.0,1,384,0,0,0,5,2007,125000
1216,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,90,68.0,8930,6,5,1978,1978,0.0,0,0,0,1318,584,1902,0,0,2,0,4,8,0,1978.0,2,539,0,0,0,4,2010,112000
1217,FV,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,20,72.0,8640,8,5,2009,2009,72.0,936,364,1300,1314,0,1314,1,0,2,0,3,6,0,2009.0,2,552,135,112,0,9,2009,229456
1218,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Normal,50,52.0,6240,4,5,1947,1950,0.0,0,0,0,672,240,912,0,0,1,0,2,3,0,1978.5061638868744,0,0,0,0,0,7,2006,80500
1219,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Abnorml,160,21.0,1680,6,5,1971,1971,236.0,0,672,672,672,546,1218,0,0,1,1,3,7,0,1978.5061638868744,0,0,201,0,0,4,2006,91500
1220,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Abnorml,20,66.0,7800,5,5,1964,1964,0.0,312,0,912,912,0,912,0,0,1,0,2,5,0,1964.0,1,288,0,0,0,11,2006,115000
1221,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,TA,Attchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,55.0,8250,5,5,1968,1968,0.0,250,210,952,1211,0,1211,0,0,1,0,3,5,1,1968.0,1,322,0,63,0,8,2008,134000
1222,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,50,78.0,10496,6,6,1949,1950,320.0,196,844,1040,1168,678,1846,0,0,2,0,3,7,1,1949.0,1,315,0,0,0,1,2007,143000
1223,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,GasA,TA,N,FuseA,TA,Mod,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,89.0,10680,5,3,1951,1951,44.0,756,1380,2136,2136,0,2136,0,0,2,0,4,7,0,1951.0,2,528,0,30,0,10,2006,137900
1224,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,60.0,15384,7,5,2004,2005,0.0,724,64,788,788,702,1490,1,0,2,1,3,8,1,2004.0,2,388,100,75,0,2,2008,184000
1225,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnWw,Shed,WD,Normal,80,65.0,10482,6,8,1958,1958,63.0,507,81,588,1138,0,1138,0,1,1,0,3,6,0,1958.0,1,264,224,0,0,6,2007,145000
1226,RL,Pave,Grvl,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,86.0,14598,6,5,2007,2007,74.0,0,894,894,894,1039,1933,0,0,2,1,4,9,1,2007.0,3,668,100,18,0,1,2008,214000
1227,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,72.0,8872,5,8,1965,2008,300.0,595,317,912,912,0,912,1,0,1,0,2,5,0,1992.0,2,576,0,240,0,12,2008,147000
1228,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,Gd,MnPrv,Shed,New,Partial,120,65.0,8769,9,5,2008,2008,766.0,1540,162,1702,1702,0,1702,1,0,1,1,1,7,1,2008.0,3,1052,0,72,0,10,2008,367294
1229,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,BrkFace,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Maj1,Gd,Basment,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,80,70.0,7910,5,5,1960,1960,0.0,666,409,1075,1507,0,1507,0,0,2,0,4,7,0,1960.0,1,404,0,0,0,8,2008,127000
1230,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,Shed,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,GLQ,Rec,GasA,Ex,Y,SBrkr,TA,Typ,TA,BuiltIn,RFn,TA,TA,N,Gd,MnPrv,Gar2,WD,Normal,90,70.04995836802665,18890,5,5,1977,1977,1.0,498,652,1361,1361,1259,2620,0,0,2,2,4,12,1,1977.0,2,600,155,24,145,8,2007,190000
1231,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,Gd,GdWo,Shed,WD,Normal,90,70.0,7728,5,6,1962,1962,120.0,803,303,1106,1190,0,1190,1,0,1,0,3,6,0,1962.0,2,540,0,18,0,5,2006,132500
1232,RL,Pave,Grvl,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,Slab,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,Gd,CarPort,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,90,70.0,9842,4,5,1962,1962,0.0,0,0,0,1224,0,1224,0,0,2,0,2,6,0,1962.0,2,462,0,0,0,3,2007,101800
1233,RL,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Fa,Y,SBrkr,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,COD,Abnorml,20,70.04995836802665,12160,5,5,1959,1959,180.0,1000,188,1188,1188,0,1188,1,0,1,0,3,6,0,1959.0,2,531,0,0,0,5,2010,142000
1234,RH,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,TA,TA,Av,Unf,Unf,GasA,TA,N,FuseA,TA,Typ,Gd,Attchd,Unf,TA,TA,N,Gd,MnPrv,Shed,WD,Abnorml,70,55.0,8525,5,6,1911,1950,0.0,0,940,940,1024,940,1964,0,0,1,1,4,7,0,1978.5061638868744,0,0,0,192,0,11,2008,130000
1235,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,BrkTil,Gd,TA,Mn,Unf,Unf,GasA,Gd,Y,FuseF,TA,Typ,Gd,Detchd,Unf,Fa,Fa,N,Gd,MnPrv,Shed,WD,Normal,70,96.0,13132,5,5,1914,1950,0.0,0,747,747,892,892,1784,0,0,1,1,4,9,0,1914.0,1,180,203,40,0,7,2006,138887
1236,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,Gable,CompShg,VinylSd,Wd Shng,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,160,36.0,2628,7,5,2003,2003,106.0,0,764,764,764,862,1626,0,0,2,1,2,6,0,2003.0,2,474,0,27,0,6,2010,175500
1237,RL,Pave,Grvl,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,60,41.0,12393,7,5,2004,2005,0.0,0,847,847,847,1101,1948,0,0,2,1,4,8,1,2004.0,2,434,100,48,0,9,2006,195000
1238,RL,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,Gd,MnPrv,Shed,WD,Abnorml,20,63.0,13072,6,5,2005,2005,0.0,0,1141,1141,1141,0,1141,0,0,1,1,3,6,0,2005.0,2,484,0,0,0,3,2006,142500
1239,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Ex,Typ,Gd,Attchd,RFn,TA,TA,Y,Gd,MnPrv,Shed,WD,Normal,20,64.0,9037,8,5,2006,2006,32.0,428,1048,1476,1484,0,1484,0,0,2,0,2,6,1,2006.0,2,472,120,33,0,12,2007,265900
